F,I,I,Q,A
tensor(190),tensor(190.0448)
tensor(46),tensor(46.0340)
tensor(36),tensor(36.0044)
tensor(147),tensor(147.0224)
tensor(148),tensor(148.2422)
tensor(191),tensor(191.0300)
tensor(156),tensor(154.9999)
tensor(134),tensor(134.1969)
tensor(149),tensor(149.3598)
tensor(157),tensor(157.0217)
tensor(192),tensor(191.7667)
tensor(159),tensor(158.9226)
tensor(63),tensor(63.0891)
tensor(64),tensor(63.8899)
tensor(110),tensor(110.5202)
tensor(111),tensor(111.0046)
tensor(144),tensor(144.0177)
tensor(85),tensor(85.1432)
tensor(145),tensor(145.0716)
tensor(126),tensor(125.4835)
tensor(139),tensor(139.0209)
tensor(193),tensor(193.1085)
tensor(194),tensor(193.9206)
tensor(47),tensor(47.1788)
tensor(37),tensor(36.8216)
tensor(26),tensor(25.8489)
tensor(112),tensor(111.7022)
tensor(135),tensor(134.8613)
tensor(100),tensor(99.9159)
tensor(127),tensor(126.5174)
tensor(74),tensor(74.0079)
tensor(195),tensor(195.0586)
tensor(92),tensor(91.8350)
tensor(4),tensor(4.4503)
tensor(5),tensor(5.1845)
tensor(32),tensor(31.7005)
tensor(61),tensor(60.9404)
tensor(128),tensor(127.6156)
tensor(150),tensor(149.9690)
tensor(120),tensor(120.1134)
tensor(68),tensor(68.4420)
tensor(69),tensor(69.2083)
tensor(113),tensor(112.9155)
tensor(86),tensor(86.0177)
tensor(48),tensor(48.0557)
tensor(70),tensor(69.9372)
tensor(71),tensor(70.6986)
tensor(114),tensor(113.8349)
tensor(89),tensor(89.0757)
tensor(107),tensor(106.9457)
tensor(151),tensor(150.9740)
tensor(196),tensor(196.1654)
tensor(160),tensor(160.4313)
tensor(115),tensor(115.1253)
tensor(116),tensor(115.6056)
tensor(161),tensor(160.7355)
tensor(166),tensor(166.0037)
tensor(129),tensor(128.7591)
tensor(117),tensor(117.1000)
tensor(93),tensor(92.7701)
tensor(78),tensor(78.2290)
tensor(87),tensor(86.9952)
tensor(118),tensor(117.9962)
tensor(59),tensor(59.0712)
tensor(130),tensor(130.0207)
tensor(158),tensor(158.0463)
tensor(124),tensor(123.9705)
tensor(79),tensor(79.0320)
tensor(123),tensor(123.1889)
tensor(152),tensor(151.9785)
tensor(94),tensor(93.9672)
tensor(52),tensor(52.3133)
tensor(121),tensor(120.8901)
tensor(99),tensor(98.9118)
tensor(103),tensor(103.5283)
tensor(125),tensor(125.0443)
tensor(168),tensor(167.9213)
tensor(65),tensor(65.0252)
tensor(15),tensor(15.0111)
tensor(39),tensor(39.0093)
tensor(142),tensor(142.2205)
tensor(16),tensor(15.8412)
tensor(1),tensor(3.0002)
tensor(8),tensor(7.8432)
tensor(40),tensor(39.9622)
tensor(42),tensor(41.7942)
tensor(13),tensor(12.9976)
tensor(176),tensor(176.2953)
tensor(177),tensor(177.4917)
tensor(140),tensor(140.2102)
tensor(143),tensor(143.1988)
tensor(131),tensor(131.2003)
tensor(172),tensor(172.2197)
tensor(181),tensor(180.8743)
tensor(83),tensor(82.8435)
tensor(84),tensor(84.0875)
tensor(95),tensor(94.7900)
tensor(25),tensor(24.7322)
tensor(153),tensor(152.7258)
tensor(132),tensor(132.0389)
tensor(173),tensor(172.9422)
tensor(197),tensor(197.2385)
tensor(75),tensor(75.0000)
tensor(154),tensor(154.0737)
tensor(41),tensor(41.0491)
tensor(53),tensor(52.8785)
tensor(169),tensor(169.0322)
tensor(162),tensor(161.9296)
tensor(122),tensor(121.9652)
tensor(174),tensor(174.1235)
tensor(198),tensor(197.9997)
tensor(199),tensor(197.9994)
tensor(178),tensor(178.4977)
tensor(182),tensor(180.0000)
tensor(77),tensor(76.9628)
tensor(19),tensor(18.6801)
tensor(38),tensor(37.9401)
tensor(138),tensor(138.2267)
tensor(81),tensor(80.9753)
tensor(66),tensor(66.2862)
tensor(96),tensor(95.8763)
tensor(80),tensor(80.0950)
tensor(163),tensor(162.7026)
tensor(170),tensor(169.9031)
tensor(155),tensor(154.9799)
tensor(133),tensor(132.9582)
tensor(102),tensor(102.3086)
tensor(35),tensor(35.0629)
tensor(104),tensor(104.0072)
tensor(72),tensor(72.0175)
tensor(43),tensor(43.2105)
tensor(14),tensor(14.1830)
tensor(20),tensor(19.9350)
tensor(55),tensor(54.9591)
tensor(108),tensor(107.8208)
tensor(119),tensor(119.2583)
tensor(165),tensor(165.1358)
tensor(76),tensor(76.0631)
tensor(105),tensor(105.0482)
tensor(56),tensor(56.0635)
tensor(27),tensor(26.8455)
tensor(2),tensor(3.0003)
tensor(18),tensor(17.5099)
tensor(180),tensor(179.9971)
tensor(33),tensor(33.0513)
tensor(34),tensor(34.1021)
tensor(88),tensor(88.5125)
tensor(106),tensor(106.1298)
tensor(6),tensor(6.0152)
tensor(54),tensor(53.9873)
tensor(57),tensor(57.0403)
tensor(58),tensor(58.1526)
tensor(29),tensor(28.8415)
tensor(141),tensor(141.1681)
tensor(49),tensor(49.2881)
tensor(21),tensor(20.9269)
tensor(185),tensor(185.0103)
tensor(23),tensor(23.0051)
tensor(50),tensor(50.3196)
tensor(90),tensor(89.9217)
tensor(98),tensor(98.0602)
tensor(73),tensor(72.9944)
tensor(186),tensor(186.1089)
tensor(44),tensor(44.0502)
tensor(7),tensor(6.8179)
tensor(51),tensor(51.3523)
tensor(171),tensor(171.1801)
tensor(62),tensor(61.9503)
tensor(12),tensor(12.1738)
tensor(9),tensor(8.7249)
tensor(30),tensor(29.6385)
tensor(31),tensor(30.9763)
tensor(82),tensor(82.0537)
tensor(60),tensor(59.9540)
tensor(45),tensor(44.8845)
tensor(17),tensor(16.7391)
tensor(0),tensor(3.0001)
tensor(3),tensor(3.0103)
tensor(24),tensor(23.9506)
tensor(10),tensor(9.8904)
tensor(11),tensor(11.1411)
tensor(67),tensor(67.0154)
tensor(101),tensor(101.1568)
tensor(97),tensor(96.8721)
tensor(164),tensor(164.0983)
tensor(179),tensor(178.9395)
tensor(183),tensor(183.2035)
tensor(184),tensor(184.1776)
tensor(136),tensor(135.9581)
tensor(109),tensor(108.4995)
tensor(22),tensor(21.9567)
tensor(91),tensor(90.8701)
tensor(187),tensor(186.9647)
tensor(188),tensor(187.9596)
tensor(189),tensor(188.9095)
tensor(28),tensor(27.7839)
tensor(137),tensor(137.3032)
tensor(175),tensor(175.1312)
tensor(146),tensor(146.0578)
tensor(167),tensor(167.0844)
tensor(190),tensor(189.7406)
tensor(46),tensor(46.0371)
tensor(36),tensor(35.9833)
tensor(147),tensor(146.9403)
tensor(148),tensor(147.8118)
tensor(191),tensor(190.6666)
tensor(156),tensor(154.9987)
tensor(134),tensor(134.0450)
tensor(149),tensor(149.0429)
tensor(157),tensor(157.0151)
tensor(192),tensor(191.5735)
tensor(159),tensor(158.5791)
tensor(63),tensor(63.1328)
tensor(64),tensor(63.7464)
tensor(110),tensor(110.2434)
tensor(111),tensor(111.1980)
tensor(144),tensor(143.9964)
tensor(85),tensor(85.1174)
tensor(145),tensor(145.3058)
tensor(126),tensor(125.6910)
tensor(139),tensor(138.9360)
tensor(193),tensor(192.7060)
tensor(194),tensor(194.1700)
tensor(47),tensor(47.1310)
tensor(37),tensor(36.7520)
tensor(26),tensor(25.9017)
tensor(112),tensor(111.7864)
tensor(135),tensor(134.9805)
tensor(100),tensor(100.0177)
tensor(127),tensor(126.6030)
tensor(74),tensor(74.0994)
tensor(195),tensor(195.1804)
tensor(92),tensor(91.6831)
tensor(4),tensor(4.4032)
tensor(5),tensor(5.3987)
tensor(32),tensor(31.8106)
tensor(61),tensor(61.1320)
tensor(128),tensor(127.7642)
tensor(150),tensor(150.0446)
tensor(120),tensor(119.6979)
tensor(68),tensor(67.9837)
tensor(69),tensor(69.2700)
tensor(113),tensor(112.8409)
tensor(86),tensor(86.3353)
tensor(48),tensor(47.8556)
tensor(70),tensor(70.0977)
tensor(71),tensor(71.2840)
tensor(114),tensor(114.0566)
tensor(89),tensor(89.3374)
tensor(107),tensor(106.9974)
tensor(151),tensor(151.0143)
tensor(196),tensor(196.0789)
tensor(160),tensor(160.0515)
tensor(115),tensor(114.7682)
tensor(116),tensor(115.5553)
tensor(161),tensor(161.1576)
tensor(166),tensor(166.0249)
tensor(129),tensor(128.9035)
tensor(117),tensor(117.0070)
tensor(93),tensor(92.8207)
tensor(78),tensor(78.1265)
tensor(87),tensor(86.9765)
tensor(118),tensor(117.9007)
tensor(59),tensor(59.0676)
tensor(130),tensor(129.9847)
tensor(158),tensor(158.1794)
tensor(124),tensor(123.8862)
tensor(79),tensor(79.0134)
tensor(123),tensor(122.9257)
tensor(152),tensor(151.8994)
tensor(94),tensor(94.3124)
tensor(52),tensor(52.3009)
tensor(121),tensor(120.7387)
tensor(99),tensor(98.8941)
tensor(103),tensor(103.0995)
tensor(125),tensor(124.7578)
tensor(168),tensor(168.5633)
tensor(65),tensor(65.1067)
tensor(15),tensor(14.9959)
tensor(39),tensor(39.0161)
tensor(142),tensor(142.2743)
tensor(16),tensor(15.8736)
tensor(1),tensor(3.0001)
tensor(8),tensor(7.7294)
tensor(40),tensor(39.9302)
tensor(42),tensor(42.0271)
tensor(13),tensor(12.9968)
tensor(176),tensor(176.1714)
tensor(177),tensor(176.5220)
tensor(140),tensor(140.0451)
tensor(143),tensor(143.3968)
tensor(131),tensor(130.7089)
tensor(172),tensor(171.8869)
tensor(181),tensor(181.0317)
tensor(83),tensor(83.0539)
tensor(84),tensor(83.6719)
tensor(95),tensor(95.0539)
tensor(25),tensor(24.7823)
tensor(153),tensor(152.6180)
tensor(132),tensor(132.3166)
tensor(173),tensor(172.9045)
tensor(197),tensor(197.1098)
tensor(75),tensor(75.2291)
tensor(154),tensor(153.6521)
tensor(41),tensor(41.0845)
tensor(53),tensor(52.8958)
tensor(169),tensor(169.1005)
tensor(162),tensor(161.6620)
tensor(122),tensor(122.0490)
tensor(174),tensor(174.3130)
tensor(198),tensor(197.9933)
tensor(199),tensor(197.9998)
tensor(178),tensor(177.8672)
tensor(182),tensor(179.9994)
tensor(77),tensor(77.7872)
tensor(19),tensor(18.9131)
tensor(38),tensor(38.1002)
tensor(138),tensor(137.9348)
tensor(81),tensor(80.9741)
tensor(66),tensor(66.0798)
tensor(96),tensor(96.0611)
tensor(80),tensor(80.0051)
tensor(163),tensor(163.3770)
tensor(170),tensor(170.0515)
tensor(155),tensor(154.9176)
tensor(133),tensor(132.7675)
tensor(102),tensor(101.8893)
tensor(35),tensor(34.9781)
tensor(104),tensor(104.1692)
tensor(72),tensor(71.9873)
tensor(43),tensor(43.0117)
tensor(14),tensor(14.1475)
tensor(20),tensor(19.7017)
tensor(55),tensor(55.1779)
tensor(108),tensor(108.1064)
tensor(119),tensor(118.9994)
tensor(165),tensor(164.9088)
tensor(76),tensor(76.2124)
tensor(105),tensor(105.0183)
tensor(56),tensor(56.1615)
tensor(27),tensor(26.7544)
tensor(2),tensor(3.0000)
tensor(18),tensor(17.6969)
tensor(180),tensor(179.9995)
tensor(33),tensor(33.0724)
tensor(34),tensor(33.6165)
tensor(88),tensor(87.9453)
tensor(106),tensor(106.3805)
tensor(6),tensor(5.9925)
tensor(54),tensor(53.9754)
tensor(57),tensor(56.9372)
tensor(58),tensor(57.9685)
tensor(29),tensor(28.7711)
tensor(141),tensor(141.0752)
tensor(49),tensor(49.1969)
tensor(21),tensor(20.9222)
tensor(185),tensor(184.9996)
tensor(23),tensor(23.0088)
tensor(50),tensor(50.1224)
tensor(90),tensor(89.6057)
tensor(98),tensor(98.0019)
tensor(73),tensor(73.0871)
tensor(186),tensor(186.0775)
tensor(44),tensor(44.0433)
tensor(7),tensor(6.6311)
tensor(51),tensor(51.2387)
tensor(171),tensor(171.4625)
tensor(62),tensor(61.9319)
tensor(12),tensor(12.1666)
tensor(9),tensor(8.7290)
tensor(30),tensor(29.7294)
tensor(31),tensor(30.9826)
tensor(82),tensor(82.0303)
tensor(60),tensor(59.9143)
tensor(45),tensor(44.9889)
tensor(17),tensor(16.6489)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0046)
tensor(24),tensor(23.7799)
tensor(10),tensor(9.9480)
tensor(11),tensor(10.8671)
tensor(67),tensor(66.9956)
tensor(101),tensor(100.7337)
tensor(97),tensor(96.8782)
tensor(164),tensor(163.8987)
tensor(179),tensor(179.2095)
tensor(183),tensor(183.2112)
tensor(184),tensor(184.2749)
tensor(136),tensor(136.0799)
tensor(109),tensor(108.7502)
tensor(22),tensor(21.9391)
tensor(91),tensor(90.8822)
tensor(187),tensor(186.7289)
tensor(188),tensor(187.8568)
tensor(189),tensor(189.2102)
tensor(28),tensor(27.9616)
tensor(137),tensor(137.1957)
tensor(175),tensor(175.0882)
tensor(146),tensor(146.0698)
tensor(167),tensor(167.0971)
tensor(190),tensor(189.9254)
tensor(46),tensor(45.9808)
tensor(36),tensor(36.0060)
tensor(147),tensor(146.8985)
tensor(148),tensor(147.8410)
tensor(191),tensor(190.8974)
tensor(156),tensor(155.)
tensor(134),tensor(134.0447)
tensor(149),tensor(148.9881)
tensor(157),tensor(157.0227)
tensor(192),tensor(192.1145)
tensor(159),tensor(158.8517)
tensor(63),tensor(63.0450)
tensor(64),tensor(63.7472)
tensor(110),tensor(109.9100)
tensor(111),tensor(111.1603)
tensor(144),tensor(143.9908)
tensor(85),tensor(85.1552)
tensor(145),tensor(145.0045)
tensor(126),tensor(125.7544)
tensor(139),tensor(139.3339)
tensor(193),tensor(193.2355)
tensor(194),tensor(193.9429)
tensor(47),tensor(47.1475)
tensor(37),tensor(36.8724)
tensor(26),tensor(25.9249)
tensor(112),tensor(111.8446)
tensor(135),tensor(135.1065)
tensor(100),tensor(100.0219)
tensor(127),tensor(126.8940)
tensor(74),tensor(74.2518)
tensor(195),tensor(194.9778)
tensor(92),tensor(91.7128)
tensor(4),tensor(4.4090)
tensor(5),tensor(5.2162)
tensor(32),tensor(31.7306)
tensor(61),tensor(61.0782)
tensor(128),tensor(127.8607)
tensor(150),tensor(150.1069)
tensor(120),tensor(119.8573)
tensor(68),tensor(67.9762)
tensor(69),tensor(69.0153)
tensor(113),tensor(112.9732)
tensor(86),tensor(86.2925)
tensor(48),tensor(47.9747)
tensor(70),tensor(70.0606)
tensor(71),tensor(71.3250)
tensor(114),tensor(112.5724)
tensor(89),tensor(89.1272)
tensor(107),tensor(107.0182)
tensor(151),tensor(150.8162)
tensor(196),tensor(196.0050)
tensor(160),tensor(159.8905)
tensor(115),tensor(115.1231)
tensor(116),tensor(115.6790)
tensor(161),tensor(160.7610)
tensor(166),tensor(165.6862)
tensor(129),tensor(128.8390)
tensor(117),tensor(116.7910)
tensor(93),tensor(92.6444)
tensor(78),tensor(78.1170)
tensor(87),tensor(86.9861)
tensor(118),tensor(118.2127)
tensor(59),tensor(59.0599)
tensor(130),tensor(129.5638)
tensor(158),tensor(157.8175)
tensor(124),tensor(123.8163)
tensor(79),tensor(79.0533)
tensor(123),tensor(122.9033)
tensor(152),tensor(152.1964)
tensor(94),tensor(94.1367)
tensor(52),tensor(52.1220)
tensor(121),tensor(120.6821)
tensor(99),tensor(99.1241)
tensor(103),tensor(103.2641)
tensor(125),tensor(124.9837)
tensor(168),tensor(167.9088)
tensor(65),tensor(65.1670)
tensor(15),tensor(15.0176)
tensor(39),tensor(39.0193)
tensor(142),tensor(142.1403)
tensor(16),tensor(15.7429)
tensor(1),tensor(3.0001)
tensor(8),tensor(7.5967)
tensor(40),tensor(39.8187)
tensor(42),tensor(41.9700)
tensor(13),tensor(12.9992)
tensor(176),tensor(176.1132)
tensor(177),tensor(177.1152)
tensor(140),tensor(140.1921)
tensor(143),tensor(143.1439)
tensor(131),tensor(131.0919)
tensor(172),tensor(172.3393)
tensor(181),tensor(181.2735)
tensor(83),tensor(82.6231)
tensor(84),tensor(83.8641)
tensor(95),tensor(94.6023)
tensor(25),tensor(24.6593)
tensor(153),tensor(153.3096)
tensor(132),tensor(131.8374)
tensor(173),tensor(173.1454)
tensor(197),tensor(197.1782)
tensor(75),tensor(75.2405)
tensor(154),tensor(154.2893)
tensor(41),tensor(40.6934)
tensor(53),tensor(53.5808)
tensor(169),tensor(169.2241)
tensor(162),tensor(162.0264)
tensor(122),tensor(122.0041)
tensor(174),tensor(173.9809)
tensor(198),tensor(197.9967)
tensor(199),tensor(197.9996)
tensor(178),tensor(177.6957)
tensor(182),tensor(179.9974)
tensor(77),tensor(77.5806)
tensor(19),tensor(18.6104)
tensor(38),tensor(37.8668)
tensor(138),tensor(138.0101)
tensor(81),tensor(80.9488)
tensor(66),tensor(66.1607)
tensor(96),tensor(95.6619)
tensor(80),tensor(80.2491)
tensor(163),tensor(162.6875)
tensor(170),tensor(170.1804)
tensor(155),tensor(154.9940)
tensor(133),tensor(133.3927)
tensor(102),tensor(102.1225)
tensor(35),tensor(34.7756)
tensor(104),tensor(104.2290)
tensor(72),tensor(72.1121)
tensor(43),tensor(43.2095)
tensor(14),tensor(14.1003)
tensor(20),tensor(19.8527)
tensor(55),tensor(55.2219)
tensor(108),tensor(107.8835)
tensor(119),tensor(118.6449)
tensor(165),tensor(164.9134)
tensor(76),tensor(76.0210)
tensor(105),tensor(105.0035)
tensor(56),tensor(56.3220)
tensor(27),tensor(26.7855)
tensor(2),tensor(3.0001)
tensor(18),tensor(17.6617)
tensor(180),tensor(179.9915)
tensor(33),tensor(32.8912)
tensor(34),tensor(33.8584)
tensor(88),tensor(87.7945)
tensor(106),tensor(106.0657)
tensor(6),tensor(6.0212)
tensor(54),tensor(53.9159)
tensor(57),tensor(56.9242)
tensor(58),tensor(58.0271)
tensor(29),tensor(28.8291)
tensor(141),tensor(141.1722)
tensor(49),tensor(49.2896)
tensor(21),tensor(20.9692)
tensor(185),tensor(185.0014)
tensor(23),tensor(23.0095)
tensor(50),tensor(50.0239)
tensor(90),tensor(89.8158)
tensor(98),tensor(97.8705)
tensor(73),tensor(73.0225)
tensor(186),tensor(185.9763)
tensor(44),tensor(44.0356)
tensor(7),tensor(6.5600)
tensor(51),tensor(51.0791)
tensor(171),tensor(171.2504)
tensor(62),tensor(61.9112)
tensor(12),tensor(11.9236)
tensor(9),tensor(8.5754)
tensor(30),tensor(29.7414)
tensor(31),tensor(31.0029)
tensor(82),tensor(81.9134)
tensor(60),tensor(60.0027)
tensor(45),tensor(44.8680)
tensor(17),tensor(16.8738)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0035)
tensor(24),tensor(23.8712)
tensor(10),tensor(9.8956)
tensor(11),tensor(10.9440)
tensor(67),tensor(67.2362)
tensor(101),tensor(101.0023)
tensor(97),tensor(97.0023)
tensor(164),tensor(164.1672)
tensor(179),tensor(179.0146)
tensor(183),tensor(183.1694)
tensor(184),tensor(184.0721)
tensor(136),tensor(136.0564)
tensor(109),tensor(108.8835)
tensor(22),tensor(21.9447)
tensor(91),tensor(90.8573)
tensor(187),tensor(186.7747)
tensor(188),tensor(188.0768)
tensor(189),tensor(189.0468)
tensor(28),tensor(27.8943)
tensor(137),tensor(137.1389)
tensor(175),tensor(175.0907)
tensor(146),tensor(146.0433)
tensor(167),tensor(167.1797)
tensor(190),tensor(189.9462)
tensor(46),tensor(46.0748)
tensor(36),tensor(35.9928)
tensor(147),tensor(146.9812)
tensor(148),tensor(147.8990)
tensor(191),tensor(190.9989)
tensor(156),tensor(155.)
tensor(134),tensor(134.0715)
tensor(149),tensor(149.0648)
tensor(157),tensor(157.0383)
tensor(192),tensor(191.7347)
tensor(159),tensor(158.4506)
tensor(63),tensor(63.1579)
tensor(64),tensor(63.7112)
tensor(110),tensor(109.4829)
tensor(111),tensor(111.1333)
tensor(144),tensor(144.0012)
tensor(85),tensor(85.0851)
tensor(145),tensor(144.6602)
tensor(126),tensor(125.7233)
tensor(139),tensor(139.1349)
tensor(193),tensor(193.4812)
tensor(194),tensor(194.0470)
tensor(47),tensor(47.3258)
tensor(37),tensor(37.0585)
tensor(26),tensor(25.7662)
tensor(112),tensor(111.9809)
tensor(135),tensor(135.1574)
tensor(100),tensor(100.1210)
tensor(127),tensor(126.8650)
tensor(74),tensor(74.0905)
tensor(195),tensor(195.1409)
tensor(92),tensor(91.6632)
tensor(4),tensor(4.3677)
tensor(5),tensor(5.3971)
tensor(32),tensor(32.0130)
tensor(61),tensor(60.9249)
tensor(128),tensor(127.8806)
tensor(150),tensor(149.9762)
tensor(120),tensor(120.0620)
tensor(68),tensor(68.0087)
tensor(69),tensor(69.1603)
tensor(113),tensor(112.8128)
tensor(86),tensor(86.4004)
tensor(48),tensor(48.0211)
tensor(70),tensor(70.1267)
tensor(71),tensor(71.0403)
tensor(114),tensor(113.5393)
tensor(89),tensor(88.8250)
tensor(107),tensor(106.9347)
tensor(151),tensor(150.8046)
tensor(196),tensor(196.2461)
tensor(160),tensor(159.9573)
tensor(115),tensor(114.6950)
tensor(116),tensor(115.8028)
tensor(161),tensor(160.9189)
tensor(166),tensor(165.8724)
tensor(129),tensor(129.0377)
tensor(117),tensor(117.0169)
tensor(93),tensor(93.0796)
tensor(78),tensor(78.0587)
tensor(87),tensor(86.9859)
tensor(118),tensor(118.0127)
tensor(59),tensor(59.0562)
tensor(130),tensor(130.1881)
tensor(158),tensor(157.9062)
tensor(124),tensor(123.9997)
tensor(79),tensor(79.0811)
tensor(123),tensor(122.8889)
tensor(152),tensor(151.9771)
tensor(94),tensor(94.1232)
tensor(52),tensor(52.0924)
tensor(121),tensor(120.4163)
tensor(99),tensor(98.7691)
tensor(103),tensor(103.2523)
tensor(125),tensor(124.9468)
tensor(168),tensor(168.0904)
tensor(65),tensor(64.9222)
tensor(15),tensor(15.0150)
tensor(39),tensor(39.1497)
tensor(142),tensor(142.1831)
tensor(16),tensor(15.8511)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.6333)
tensor(40),tensor(39.9896)
tensor(42),tensor(42.0285)
